Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro),Age,km_year,mileage,Engine_class
BMW,3 Series,2006,Sedan,185000,2000,Diesel,Manual,7190,16,11562,medium,Mid-capacity
Ford,Galaxy,2001,Minivan,136000,1900,Diesel,Manual,1550,21,6476,low,Mid-capacity
Mercedes,B Class,2005,Hatchback,145000,1800,Petrol,Manual,3200,17,8529,low,Mid-capacity
BMW,5 Series,2017,Sedan,130000,2000,Diesel,Automatic,28500,5,26000,high,Mid-capacity
Renault,Megane,2006,Sedan,292000,1400,Petrol,Manual,2750,16,18250,medium,Low-capacity
Skoda,Superb,2017,Sedan,114800,2000,Diesel,Automatic,18900,5,22960,high,Mid-capacity
KIA,Carens,2005,Microvan,209000,2000,Metan/Propan,Manual,3000,17,12294,medium,Mid-capacity
Renault,19,1991,Hatchback,196000,1870,Petrol,Manual,16500,31,6322,low,Mid-capacity
Renault,Clio,2020,Hatchback,1800,898,Petrol,Manual,8900,2,900,low,Microlitre
BMW,3 Series,2011,Universal,200000,2000,Petrol,Manual,7999,11,18181,medium,Mid-capacity
Renault,Megane,2017,Sedan,63000,1500,Diesel,Manual,9650,5,12600,medium,Low-capacity
Toyota,Avensis,2014,Sedan,143000,2000,Diesel,Manual,12600,8,17875,medium,Mid-capacity
Renault,Grand Scenic,2005,Universal,300000,1500,Diesel,Manual,2400,17,17647,medium,Low-capacity
Opel,Astra,2011,Universal,200123,2000,Diesel,Manual,8200,11,18193,medium,Mid-capacity
Nissan,Qashqai,2008,Crossover,178000,1500,Diesel,Manual,6700,14,12714,medium,Low-capacity
Volkswagen,Golf,2012,Hatchback,110000,1400,Petrol,Manual,8500,10,11000,medium,Low-capacity
Volkswagen,Caddy,2001,Minivan,200000,1900,Diesel,Manual,1800,21,9523,low,Mid-capacity
Volkswagen,Tiguan,2012,Crossover,114000,2000,Petrol,Automatic,11500,10,11400,medium,Mid-capacity
Land Rover,Defender,2009,SUV,65000,2400,Diesel,Manual,30999,13,5000,low,Mid-capacity
Vaz,2109,1990,Sedan,34590,1500,Petrol,Manual,4050,32,1080,low,Low-capacity
Toyota,Rav 4,2006,Crossover,290000,2200,Diesel,Manual,5000,16,18125,medium,Mid-capacity
Opel,Kadett,1990,Hatchback,10000,1700,Diesel,Manual,600,32,312,low,Low-capacity
Cheap_rare,Alt model,2008,Hatchback,226348,1400,Petrol,Manual,1400,14,16167,medium,Low-capacity
Ssangyong,Korando,2004,SUV,189756,2900,Diesel,Manual,4000,18,10542,medium,Mid-capacity
Mercedes,E Class,2014,Sedan,217000,2987,Diesel,Automatic,19000,8,27125,high,Mid-capacity
Ford,Mondeo,2001,Universal,250000,1998,Diesel,Manual,3300,21,11904,medium,Mid-capacity
Nissan,Qashqai,2010,Crossover,207000,1500,Diesel,Manual,7350,12,17250,medium,Low-capacity
Citroen,C4,2014,Sedan,159000,1600,Petrol,Manual,7300,8,19875,high,Low-capacity
BMW,5 Series,2001,Sedan,380000,2500,Diesel,Manual,4800,21,18095,medium,Mid-capacity
Opel,Insignia,2012,Sedan,1111,1700,Diesel,Manual,2200,10,111,low,Low-capacity
Nissan,Juke,2015,Hatchback,7800,1600,Petrol,Automatic,14499,7,1114,low,Low-capacity
BMW,X5,2015,SUV,35000,3000,Petrol,Automatic,24999,7,5000,low,Mid-capacity
Renault,Megane,2011,Universal,177000,1500,Diesel,Manual,5599,11,16090,medium,Low-capacity
Renault,Kangoo,2014,Pickup,147000,1500,Diesel,Manual,5999,8,18375,medium,Low-capacity
Mazda,6,2005,Hatchback,11111,1800,Petrol,Manual,3700,17,653,low,Mid-capacity
Skoda,Rapid,2016,Hatchback,199000,1400,Diesel,Manual,7000,6,33166,high,Low-capacity
Seat,Alhambra,2011,Minivan,168200,1400,Petrol,Manual,8800,11,15290,medium,Low-capacity
Mercedes,Viano,2014,Microvan,286250,3000,Diesel,Automatic,19499,8,35781,high,Mid-capacity
Mercedes,Vito,2002,Minivan,350000,2200,Diesel,Manual,4000,20,17500,medium,Mid-capacity
Citroen,C-Crosser,2010,Crossover,185000,2200,Diesel,Automatic,7500,12,15416,medium,Mid-capacity
Volkswagen,Golf,2013,Hatchback,86000,1200,Petrol,Automatic,10500,9,9555,low,Low-capacity
Jeep,Renegade,2020,Crossover,4000,1300,Petrol,Automatic,19900,2,2000,low,Low-capacity
Opel,Astra,1992,Sedan,375518,1800,Petrol,Manual,750,30,12517,medium,Mid-capacity
Honda,FR-V,2005,Minivan,260000,1700,Petrol,Manual,2200,17,15294,medium,Low-capacity
Toyota,Avensis,2004,Universal,290000,1994,Petrol,Manual,6000,18,16111,medium,Mid-capacity
Hyundai,Accent,2005,Sedan,130000,1500,Petrol,Automatic,4450,17,7647,low,Low-capacity
Volkswagen,Caddy,2011,Minivan,270000,1600,Diesel,Automatic,10500,11,24545,high,Low-capacity
Volkswagen,Passat,2010,Universal,177000,1800,Petrol,Automatic,7200,12,14750,medium,Mid-capacity
Renault,Kadjar,2015,Crossover,180000,1500,Diesel,Automatic,12300,7,25714,high,Low-capacity
Toyota,Corolla,2006,Universal,216000,1400,Petrol,Manual,5950,16,13500,medium,Low-capacity
Volkswagen,Golf,2008,Hatchback,196000,1400,Petrol,Manual,4500,14,14000,medium,Low-capacity
Skoda,Fabia,2016,Hatchback,40000,1400,Diesel,Automatic,2599,6,6666,low,Low-capacity
Volkswagen,Golf Plus,2015,Hatchback,40000,1600,Diesel,Automatic,4999,7,5714,low,Low-capacity
Honda,Civic,1993,Coupe,403946,1300,Petrol,Manual,1300,29,13929,medium,Low-capacity
Land Rover,Range Rover Sport,2006,SUV,320000,2700,Diesel,Automatic,5900,16,20000,high,Mid-capacity
Honda,Insight,2018,Sedan,25000,1498,Hybrid,Automatic,10500,4,6250,low,Low-capacity
Volkswagen,Jetta,2010,Sedan,103000,1400,Petrol,Automatic,3100,12,8583,low,Low-capacity
Toyota,Corolla,2007,Hatchback,159000,1400,Petrol,Manual,2800,15,10600,medium,Low-capacity
Volkswagen,Passat,2012,Universal,78000,1400,Metan/Propan,Automatic,5700,10,7800,low,Low-capacity
Nissan,Micra,2009,Hatchback,85000,1400,Petrol,Automatic,2800,13,6538,low,Low-capacity
Suzuki,S-Cross,2016,Crossover,89000,1600,Petrol,Automatic,7200,6,14833,medium,Low-capacity
Hyundai,Santa FE,2016,SUV,125000,2200,Diesel,Automatic,11000,6,20833,high,Mid-capacity
BMW,3 Series,2012,Sedan,102000,2000,Petrol,Automatic,8300,10,10200,low,Mid-capacity
BMW,5 Series,2006,Sedan,187000,3000,Diesel,Automatic,7550,16,11687,medium,Mid-capacity
Volvo,XC60,2009,SUV,89000,2400,Diesel,Automatic,9900,13,6846,low,Mid-capacity
Opel,Corsa,2005,Hatchback,103000,1400,Petrol,Manual,2200,17,6058,low,Low-capacity
Lexus,RX Series,2010,SUV,132500,3500,Hybrid,Automatic,11000,12,11041,medium,Large-capacity
Renault,Grand Scenic,2004,Minivan,123000,1500,Diesel,Manual,1700,18,6833,low,Low-capacity
Fiat,Panda,2010,Hatchback,125000,1200,Petrol,Manual,2200,12,10416,medium,Low-capacity
Skoda,Octavia,2003,Universal,126500,1600,Petrol,Manual,1550,19,6657,low,Low-capacity
Volkswagen,Caravelle,2013,Minivan,87000,2000,Diesel,Manual,7700,9,9666,low,Mid-capacity
Dacia,Logan,2006,Sedan,185000,1400,Metan/Propan,Manual,1350,16,11562,medium,Low-capacity
Citroen,C5,2010,Sedan,123000,1600,Diesel,Manual,3700,12,10250,low,Low-capacity
Ford,Kuga,2010,SUV,123000,1600,Petrol,Automatic,7300,12,10250,low,Low-capacity
Skoda,Roomster,2008,Universal,123000,1400,Petrol,Manual,2550,14,8785,low,Low-capacity
Volkswagen,Golf,2008,Hatchback,135000,1400,Petrol,Manual,3100,14,9642,low,Low-capacity
Nissan,Almera,2004,Sedan,154000,1500,Diesel,Manual,1700,18,8555,low,Low-capacity
BMW,X5,2003,SUV,175000,3000,Metan/Propan,Automatic,5100,19,9210,low,Mid-capacity
Opel,Astra,2006,Universal,198000,1400,Petrol,Manual,2400,16,12375,medium,Low-capacity
Lexus,CT Series,2012,Hatchback,112000,1800,Hybrid,Automatic,6900,10,11200,medium,Mid-capacity
Audi,A6,2012,Sedan,85000,2000,Diesel,Automatic,10500,10,8500,low,Mid-capacity
BMW,3 Series,2008,Sedan,125000,2000,Petrol,Manual,4300,14,8928,low,Mid-capacity
Ford,Mondeo,2013,Sedan,116000,2000,Plug-in Hybrid,Automatic,7700,9,12888,medium,Mid-capacity
Alfa Romeo,Giulietta,2011,Hatchback,35000,1400,Petrol,Manual,4200,11,3181,low,Low-capacity
Honda,Civic,2004,Sedan,189000,1400,Petrol,Automatic,2300,18,10500,medium,Low-capacity
Honda,Accord,2002,Sedan,254000,1800,Petrol,Manual,1750,20,12700,medium,Mid-capacity
Skoda,Roomster,2010,Minivan,156000,1200,Petrol,Automatic,3900,12,13000,medium,Low-capacity
Toyota,Verso-S,2011,Hatchback,201000,1400,Diesel,Manual,6100,11,18272,medium,Low-capacity
Renault,Grand Scenic,2007,Microvan,145000,1500,Diesel,Manual,2400,15,9666,low,Low-capacity
Hyundai,Tucson,2009,SUV,140000,2000,Diesel,Manual,4700,13,10769,medium,Mid-capacity
Mazda,3,2013,Sedan,89000,1600,Petrol,Manual,5200,9,9888,low,Low-capacity
Toyota,Auris,2013,Universal,89000,1800,Hybrid,Automatic,7100,9,9888,low,Mid-capacity
Subaru,Justy,2009,Hatchback,123000,1000,Petrol,Manual,2200,13,9461,low,Microlitre
Suzuki,Grand Vitara,2007,SUV,132000,2000,Diesel,Manual,5600,15,8800,low,Mid-capacity
Hyundai,Elantra,2005,Sedan,132000,1600,Petrol,Manual,1300,17,7764,low,Low-capacity
Toyota,Venza,2010,Universal,124000,2700,Petrol,Automatic,8800,12,10333,medium,Mid-capacity
Volkswagen,Transporter,1997,Universal,527123,1900,Diesel,Manual,3800,25,21084,high,Mid-capacity
Chevrolet,Trax,2014,SUV,107000,1400,Petrol,Manual,8200,8,13375,medium,Low-capacity
Dacia,Sandero,2008,Hatchback,330000,1400,Metan/Propan,Manual,3250,14,23571,high,Low-capacity
Renault,Kadjar,2017,Crossover,158975,1500,Diesel,Automatic,12300,5,31795,high,Low-capacity
Vaz,2106,1995,Sedan,9999,1500,Petrol,Manual,15000,27,370,low,Low-capacity
Opel,Zafira,2006,Minivan,149055,1800,Metan/Propan,Manual,5600,16,9315,low,Mid-capacity
Hyundai,H200,1999,SUV,420000,2500,Diesel,Manual,1400,23,18260,medium,Mid-capacity
Renault,Grand Scenic,2011,Universal,268600,1461,Diesel,Manual,6299,11,24418,high,Low-capacity
Renault,Grand Scenic,2011,Universal,268600,1461,Diesel,Manual,6299,11,24418,high,Low-capacity
Renault,Espace,2016,Minivan,147000,1600,Diesel,Automatic,14700,6,24500,high,Low-capacity
Audi,A4,2013,Universal,173000,2000,Diesel,Automatic,10800,9,19222,high,Mid-capacity
Mercedes,E Class,2003,Sedan,164000,2700,Diesel,Automatic,4000,19,8631,low,Mid-capacity
Renault,Megane,2012,Universal,155000,1500,Diesel,Automatic,5700,10,15500,medium,Low-capacity
Opel,Astra,2009,Universal,123000,1300,Diesel,Manual,4250,13,9461,low,Low-capacity
Hyundai,Tucson,2009,SUV,187000,2000,Diesel,Manual,4800,13,14384,medium,Mid-capacity
Dacia,Logan Mcv,2012,Minivan,90000,1600,Metan/Propan,Manual,3499,10,9000,low,Low-capacity
BMW,X6,2014,SUV,122000,3000,Metan/Propan,Automatic,12999,8,15250,medium,Mid-capacity
Toyota,Avensis,2007,Sedan,123000,1800,Petrol,Manual,5499,15,8200,low,Mid-capacity
Mercedes,GLA,2016,SUV,40000,2200,Diesel,Automatic,15999,6,6666,low,Mid-capacity
Mercedes,Vito,2003,Minivan,163000,2200,Diesel,Manual,3299,19,8578,low,Mid-capacity
Volvo,V60,2013,Universal,302179,2400,Plug-in Hybrid,Automatic,11500,9,33575,high,Mid-capacity
Dacia,Logan,2006,Sedan,320000,1400,Metan/Propan,Manual,1500,16,20000,high,Low-capacity
Toyota,Avensis Verso,2005,Minivan,157000,2000,Diesel,Manual,3000,17,9235,low,Mid-capacity
Opel,Astra,2011,Universal,184000,1300,Diesel,Manual,6000,11,16727,medium,Low-capacity
Renault,Espace,2003,Minivan,285500,2000,Metan/Propan,Manual,3800,19,15026,medium,Mid-capacity
Mercedes,S Class,1994,Sedan,350000,3500,Diesel,Automatic,5000,28,12500,medium,Large-capacity
Audi,A4,2015,Sedan,211125,2000,Petrol,Manual,6666,7,30160,high,Mid-capacity
Mercedes,M Class,2013,Universal,246138,2000,Petrol,Automatic,6788,9,27348,high,Mid-capacity
Dacia,Duster,2012,SUV,234212,1500,Diesel,Manual,5000,10,23421,high,Low-capacity
Hyundai,Creta,2016,SUV,99999,5000,Petrol,Automatic,7845,6,16666,medium,Large-capacity
Citroen,Berlingo,2010,Minivan,151000,1600,Diesel,Manual,5990,12,12583,medium,Low-capacity
Lexus,NX Series,2017,Crossover,141000,2500,Hybrid,Automatic,31490,5,28200,high,Mid-capacity
Ford,Fusion,2007,Sedan,76543,1400,Metan/Propan,Manual,1600,15,5102,low,Low-capacity
Renault,Kadjar,2016,Crossover,190000,1500,Diesel,Automatic,13500,6,31666,high,Low-capacity
Mercedes,GLC,2019,Crossover,42456,2000,Petrol,Automatic,18590,3,14152,medium,Mid-capacity
Mercedes,C Class,2019,Sedan,15364,2000,Petrol,Automatic,17000,3,5121,low,Mid-capacity
Dacia,Logan,2010,Universal,183000,1500,Diesel,Manual,4300,12,15250,medium,Low-capacity
Dacia,Duster,2014,Crossover,135600,1500,Diesel,Manual,7650,8,16950,medium,Low-capacity
Renault,Kangoo,2003,Minivan,255697,1900,Diesel,Manual,2400,19,13457,medium,Mid-capacity
Mitsubishi,Lancer,1994,Sedan,300000,1300,Petrol,Manual,1200,28,10714,medium,Low-capacity
Cheap_rare,F3,2008,Sedan,142000,1500,Petrol,Manual,1500,14,10142,low,Low-capacity
Audi,A6,2001,Universal,300000,2500,Diesel,Manual,3550,21,14285,medium,Mid-capacity
Ford,Fusion,2003,Hatchback,295000,1400,Diesel,Manual,2300,19,15526,medium,Low-capacity
Renault,Megane,2015,Universal,122550,1500,Diesel,Automatic,8200,7,17507,medium,Low-capacity
Dacia,Duster,2012,Crossover,170350,1500,Diesel,Manual,6600,10,17035,medium,Low-capacity
Opel,Combo,2012,Microvan,183000,1300,Diesel,Manual,4800,10,18300,medium,Low-capacity
Citroen,Berlingo,2014,Minivan,200000,1600,Diesel,Manual,6900,8,25000,high,Low-capacity
Volkswagen,Passat CC,2009,Sedan,187000,1798,Petrol,Automatic,8900,13,14384,medium,Low-capacity
BMW,X1,2012,Crossover,180000,2000,Diesel,Automatic,14500,10,18000,medium,Mid-capacity
Volkswagen,Golf Plus,2007,Hatchback,170500,1600,Petrol,Manual,5500,15,11366,medium,Low-capacity
Vaz,2107,1989,Sedan,200000,1500,Petrol,Manual,10000,33,6060,low,Low-capacity
Mercedes,E Class,1999,Sedan,340350,2200,Diesel,Manual,3700,23,14797,medium,Mid-capacity
Lexus,RX Series,2019,SUV,30000,2000,Petrol,Automatic,45000,3,10000,low,Mid-capacity
KIA,Optima,2018,Sedan,19000,2400,Petrol,Automatic,21000,4,4750,low,Mid-capacity
Seat,Ibiza,2012,Universal,171000,1300,Diesel,Manual,5400,10,17100,medium,Low-capacity
Nissan,Qashqai+2,2009,Hatchback,200000,1500,Diesel,Manual,6800,13,15384,medium,Low-capacity
BMW,4 series,2016,Coupe,200000,2000,Diesel,Automatic,20000,6,33333,high,Mid-capacity
Toyota,Avensis,2010,Sedan,199750,2231,Diesel,Manual,10500,12,16645,medium,Mid-capacity
Opel,Meriva,2011,Hatchback,190000,1300,Diesel,Manual,5400,11,17272,medium,Low-capacity
Renault,Grand Espace,2013,Minivan,140000,2000,Diesel,Automatic,11000,9,15555,medium,Mid-capacity
Toyota,Avensis,2011,Universal,306000,2200,Diesel,Manual,6000,11,27818,high,Mid-capacity
Volkswagen,Golf,1998,Hatchback,299000,1600,Petrol,Manual,1850,24,12458,medium,Low-capacity
Toyota,Corolla,2005,Hatchback,231600,1400,Diesel,Automatic,5200,17,13623,medium,Low-capacity
BMW,3 Series,1996,Sedan,280000,1800,Petrol,Manual,1900,26,10769,medium,Mid-capacity
Toyota,Corolla,2015,Sedan,137000,1400,Diesel,Manual,10000,7,19571,high,Low-capacity
Honda,CR-V,2017,Crossover,90000,1500,Petrol,Automatic,18450,5,18000,medium,Low-capacity
Volkswagen,Transporter,2004,Universal,320000,1900,Diesel,Manual,5200,18,17777,medium,Mid-capacity
Mercedes,M Class,2004,SUV,190000,2700,Diesel,Automatic,4000,18,10555,medium,Mid-capacity
Honda,CR-V,2008,SUV,270000,2200,Diesel,Manual,9000,14,19285,high,Mid-capacity
Dacia,Dokker VAN,2013,Combi,145500,1461,Diesel,Manual,5700,9,16166,medium,Low-capacity
Mitsubishi,Lancer,1993,Sedan,339829,1600,Metan/Propan,Manual,500,29,11718,medium,Low-capacity
KIA,Niro,2017,Crossover,60000,1600,Hybrid,Automatic,13950,5,12000,medium,Low-capacity
Opel,Combo,2008,Combi,250000,1300,Diesel,Manual,3000,14,17857,medium,Low-capacity
Renault,Grand Scenic,2016,Minivan,192279,1500,Diesel,Automatic,9300,6,32046,high,Low-capacity
Toyota,Verso-S,2011,Hatchback,165000,1400,Diesel,Manual,6900,11,15000,medium,Low-capacity
Toyota,Auris,2015,Universal,160000,1798,Hybrid,Automatic,12500,7,22857,high,Low-capacity
Toyota,Auris,2013,Hatchback,148000,1798,Hybrid,Automatic,10500,9,16444,medium,Low-capacity
Vaz,2114,2008,Hatchback,87000,1600,Petrol,Manual,2500,14,6214,low,Low-capacity
Dacia,Logan,2006,Sedan,200000,1390,Metan/Propan,Manual,2800,16,12500,medium,Low-capacity
Renault,Megane,2007,Universal,250000,1500,Diesel,Manual,3950,15,16666,medium,Low-capacity
Mercedes,C Class,2005,Sedan,290000,2200,Diesel,Manual,2000,17,17058,medium,Mid-capacity
Opel,Combo,2008,Combi,204000,1300,Diesel,Manual,4300,14,14571,medium,Low-capacity
Toyota,Camry,2017,Sedan,148500,2500,Petrol,Automatic,17500,5,29700,high,Mid-capacity
Skoda,Fabia,2008,Hatchback,183000,1422,Diesel,Manual,3900,14,13071,medium,Low-capacity
Peugeot,407,2005,Sedan,260000,1997,Metan/Propan,Manual,3499,17,15294,medium,Mid-capacity
Suzuki,Ignis,2005,Crossover,170000,1500,Petrol,Manual,3950,17,10000,low,Low-capacity
Renault,Kangoo,2003,Universal,270000,1500,Diesel,Manual,2400,19,14210,medium,Low-capacity
BMW,3 Series,2015,Sedan,142000,1998,Plug-in Hybrid,Automatic,18350,7,20285,high,Mid-capacity
Volvo,V40,2014,Hatchback,181000,2000,Diesel,Manual,12000,8,22625,high,Mid-capacity
Lexus,CT Series,2015,Hatchback,146000,1798,Hybrid,Automatic,13500,7,20857,high,Low-capacity
Volkswagen,Golf Plus,2006,Hatchback,231000,1400,Petrol,Manual,5000,16,14437,medium,Low-capacity
Opel,Astra,2005,Sedan,200000,1600,Petrol,Manual,4100,17,11764,medium,Low-capacity
Mercedes,E Class,2000,Sedan,225000,3200,Metan/Propan,Automatic,4750,22,10227,low,Mid-capacity
Lexus,IS Series,2013,Sedan,111000,2494,Hybrid,Automatic,21000,9,12333,medium,Mid-capacity
Toyota,Corolla Verso,2002,Minivan,350000,1800,Petrol,Manual,3800,20,17500,medium,Mid-capacity
Mazda,323,1991,Hatchback,233000,1600,Petrol,Manual,1700,31,7516,low,Low-capacity
BMW,5 Series,2000,Sedan,392555,2500,Diesel,Automatic,6200,22,17843,medium,Mid-capacity
Dacia,Duster,2014,SUV,145000,1500,Diesel,Manual,8500,8,18125,medium,Low-capacity
Dacia,Duster,2014,Crossover,80000,1500,Diesel,Manual,8500,8,10000,low,Low-capacity
BMW,X5,2008,SUV,215000,3000,Diesel,Automatic,16700,14,15357,medium,Mid-capacity
Nissan,Juke,2012,SUV,125000,1600,Petrol,Manual,7000,10,12500,medium,Low-capacity
Chevrolet,Trax,2018,Crossover,33000,1800,Petrol,Automatic,13650,4,8250,low,Mid-capacity
Suzuki,Vitara,2017,Crossover,37000,1600,Petrol,Automatic,14650,5,7400,low,Low-capacity
Volkswagen,Golf,2004,Hatchback,309000,1400,Petrol,Manual,4500,18,17166,medium,Low-capacity
KIA,Sportage,2020,Crossover,30000,1600,Petrol,Automatic,17450,2,15000,medium,Low-capacity
Suzuki,Vitara,2016,Crossover,80000,1600,Petrol,Manual,12350,6,13333,medium,Low-capacity
Audi,A3,1997,Hatchback,310000,1800,Metan/Propan,Manual,2200,25,12400,medium,Mid-capacity
Nissan,Maxima,2001,Sedan,278000,2000,Metan/Propan,Automatic,3750,21,13238,medium,Mid-capacity
Volvo,V60,2014,Universal,206000,2400,Plug-in Hybrid,Automatic,13800,8,25750,high,Mid-capacity
Toyota,Rav 4,2011,SUV,200000,2200,Diesel,Manual,13000,11,18181,medium,Mid-capacity
Volkswagen,Transporter,2003,Minivan,271854,1900,Diesel,Manual,5550,19,14308,medium,Mid-capacity
Toyota,Rav 4,2011,SUV,200000,2200,Diesel,Manual,13000,11,18181,medium,Mid-capacity
Renault,Megane,2010,Hatchback,240000,1500,Diesel,Automatic,4500,12,20000,high,Low-capacity
Renault,Megane,2005,Sedan,271924,1500,Diesel,Manual,2500,17,15995,medium,Low-capacity
Vaz,2104,1993,Universal,120000,1495,Petrol,Manual,650,29,4137,low,Low-capacity
BMW,5 Series,2011,Universal,215000,2500,Diesel,Automatic,11500,11,19545,high,Mid-capacity
Skoda,Octavia,2007,Sedan,215000,1600,Metan/Propan,Manual,3490,15,14333,medium,Low-capacity
Vaz,2108,1991,Hatchback,45000,1300,Petrol,Manual,1300,31,1451,low,Low-capacity
Audi,Q8,2019,SUV,35000,2999,Diesel,Automatic,85000,3,11666,medium,Mid-capacity
Volvo,XC90,2004,Crossover,180000,2896,Metan/Propan,Automatic,6450,18,10000,low,Mid-capacity
Dacia,Logan,2006,Sedan,116000,1400,Petrol,Manual,3750,16,7250,low,Low-capacity
Renault,Scenic,2004,Minivan,200000,1500,Diesel,Manual,3100,18,11111,medium,Low-capacity
Ford,Kuga,2014,Crossover,68000,1999,Metan/Propan,Automatic,13999,8,8500,low,Mid-capacity
Ford,Escape,2014,Crossover,68000,1999,Metan/Propan,Automatic,13999,8,8500,low,Mid-capacity
Dacia,Duster,2017,SUV,150000,1461,Diesel,Manual,10999,5,30000,high,Low-capacity
Volkswagen,Golf,2013,Hatchback,80000,2000,Petrol,Automatic,11800,9,8888,low,Mid-capacity
Volkswagen,Touran,2011,Minivan,176000,1400,Petrol,Automatic,8300,11,16000,medium,Low-capacity
Dacia,Logan,2007,Universal,291000,1500,Diesel,Manual,3600,15,19400,high,Low-capacity
Mercedes,E Class,2009,Sedan,256000,1800,Metan/Propan,Automatic,8800,13,19692,high,Mid-capacity
Audi,A6,2008,Sedan,265000,2000,Diesel,Automatic,9250,14,18928,medium,Mid-capacity
Toyota,Avensis,2012,Universal,180000,2000,Diesel,Manual,7800,10,18000,medium,Mid-capacity
Opel,Vivaro,2008,Minivan,287000,2500,Diesel,Manual,4700,14,20500,high,Mid-capacity
Mercedes,Vito,2003,Microvan,380000,2200,Diesel,Manual,3499,19,20000,high,Mid-capacity
Peugeot,306,1993,Hatchback,250000,1400,Petrol,Manual,1250,29,8620,low,Low-capacity
Audi,Q5,2013,Universal,190000,2000,Diesel,Automatic,22500,9,21111,high,Mid-capacity
Mitsubishi,Outlander,2010,SUV,3541,3500,Petrol,Automatic,7145,12,295,low,Large-capacity
Volkswagen,Golf Plus,2008,Sedan,12341,1400,Diesel,Manual,3200,14,881,low,Low-capacity
Seat,Toledo,1996,Hatchback,240000,1998,Petrol,Manual,2500,26,9230,low,Mid-capacity
Volkswagen,Passat,2017,Sedan,78000,1400,Petrol,Automatic,16700,5,15600,medium,Low-capacity
BMW,5 Series,2001,Universal,404500,2500,Diesel,Automatic,100000,21,19261,high,Mid-capacity
Ford,Fusion,2003,Universal,243000,1400,Diesel,Manual,2900,19,12789,medium,Low-capacity
Ssangyong,Kyron,2007,SUV,160000,2000,Diesel,Automatic,5500,15,10666,medium,Mid-capacity
Hyundai,Solaris,2011,Sedan,200000,1600,Petrol,Manual,3500,11,18181,medium,Low-capacity
Nissan,Qashqai,2008,Crossover,181000,1461,Diesel,Manual,7800,14,12928,medium,Low-capacity
Mazda,323,1995,Sedan,28648,1500,Petrol,Manual,1350,27,1061,low,Low-capacity
Ford,Tourneo Connect,2016,Minivan,119000,1499,Diesel,Manual,12200,6,19833,high,Low-capacity
Renault,Megane,2016,Universal,192235,1500,Diesel,Automatic,9500,6,32039,high,Low-capacity
Nissan,Qashqai,2012,Crossover,164000,1500,Diesel,Manual,7700,10,16400,medium,Low-capacity
Mercedes,S Class,2008,Sedan,333000,3000,Diesel,Automatic,14999,14,23785,high,Mid-capacity
Mercedes,Vito,1998,Minivan,281561,2300,Diesel,Manual,3300,24,11731,medium,Mid-capacity
Toyota,Avalon,2016,Sedan,128000,2500,Hybrid,Automatic,18500,6,21333,high,Mid-capacity
Toyota,Corolla,2005,Hatchback,170000,1400,Petrol,Manual,4600,17,10000,low,Low-capacity
Mercedes,CLS Class,2015,Sedan,29222,3000,Petrol,Automatic,23800,7,4174,low,Mid-capacity
Opel,Zafira,2003,Universal,282000,1598,Metan/Propan,Manual,2700,19,14842,medium,Low-capacity
Renault,Kangoo,2003,Combi,146000,1500,Diesel,Manual,1999,19,7684,low,Low-capacity
Hyundai,Santa FE,2009,SUV,130000,2200,Diesel,Automatic,12490,13,10000,low,Mid-capacity
Hyundai,Tucson,2016,Crossover,113000,1600,Petrol,Automatic,16750,6,18833,medium,Low-capacity
Suzuki,Vitara,2016,Crossover,70000,1400,Petrol,Automatic,14450,6,11666,medium,Low-capacity
Hyundai,Tucson,2016,Crossover,62000,2000,Diesel,Automatic,18950,6,10333,medium,Mid-capacity
Dacia,Logan,2005,Sedan,158000,1400,Metan/Propan,Manual,2900,17,9294,low,Low-capacity
Renault,Megane,2014,Universal,150000,1500,Diesel,Manual,7000,8,18750,medium,Low-capacity
Volkswagen,Passat,1996,Sedan,300000,1800,Metan/Propan,Manual,1600,26,11538,medium,Mid-capacity
Dacia,Logan Mcv,2011,Universal,180000,1500,Diesel,Manual,5700,11,16363,medium,Low-capacity
Citroen,C4 Picasso,2010,Minivan,244444,1598,Petrol,Automatic,5199,12,20370,high,Low-capacity
BMW,3 Series,1994,Sedan,300100,2000,Petrol,Automatic,2603,28,10717,medium,Mid-capacity
Renault,Scenic,2012,Minivan,180000,1500,Diesel,Manual,6300,10,18000,medium,Low-capacity
Mercedes,E Class,2012,Sedan,210800,2200,Diesel,Automatic,14900,10,21080,high,Mid-capacity
Vaz,2121niva,1989,Hatchback,10000,1600,Petrol,Manual,1800,33,303,low,Low-capacity
Dodge,Durango,2014,SUV,78000,3600,Petrol,Automatic,22000,8,9750,low,Large-capacity
Audi,100,1990,Sedan,320000,2000,Petrol,Manual,2700,32,10000,low,Mid-capacity
Citroen,Berlingo,2004,Minivan,204409,1400,Petrol,Manual,2700,18,11356,medium,Low-capacity
Skoda,Scala,2020,Hatchback,10500,1600,Petrol,Automatic,17000,2,5250,low,Low-capacity
Citroen,Xsara Picasso,2002,Hatchback,140000,1800,Petrol,Manual,2500,20,7000,low,Mid-capacity
Vaz,2111,2002,Universal,230000,1500,Petrol,Manual,1100,20,11500,medium,Low-capacity
Hyundai,ix20,2012,Universal,116440,1400,Diesel,Manual,5300,10,11644,medium,Low-capacity
